p,Métrica,n,MAE (m),MAPE (%),RMSE (m),Viés médio (m),Tortuosidade média,Tortuosidade mediana
2.99,d_2.99,10000,3019.7009221661383,27.769420770468493,3576.285476974709,-3019.7009221661383,1.4267165973832765,1.355883830967676
3.0,d_3,10000,3022.3096300334473,27.792357491350185,3579.224658590571,-3022.3096300334473,1.4272027569174497,1.356207978931149
3.01,d_3.01,10000,3024.893619616864,27.815074001382904,3582.138602358846,-3024.893619616864,1.4276848604872,1.3570169064351871
3.02,d_3.02,10000,3027.4532037866848,27.837573109297715,3585.027597297258,-3027.4532037866848,1.4281629531358475,1.3576210985652646
3.03,d_3.03,10000,3029.9886904550067,27.859857579126988,3587.891928337448,-3029.9886904550067,1.4286370792836216,1.3580493411790653
3.04,d_3.04,10000,3032.500382670067,27.881930131056816,3590.73187639205,-3032.500382670067,1.4291072827379296,1.3585401979745808
3.05,d_3.05,10000,3034.9885787087155,27.903793442262593,3593.5477184208116,-3034.9885787087155,1.4295736067034754,1.3590068892681706
3.06,d_3.06,10000,3037.4535721665657,27.925450147723524,3596.339727495234,-3037.4535721665657,1.4300360937921335,1.3594695632266744
3.07,d_3.07,10000,3039.895652046349,27.946902841020957,3599.108172862259,-3039.895652046349,1.430494786032672,1.3598386776357858
3.08,d_3.08,10000,3042.3151028442408,27.968154075118292,3601.8533200067227,-3042.3151028442408,1.4309497248802754,1.3601561551508827
3.09,d_3.09,10000,3044.7122046342806,27.989206363123657,3604.575430712679,-3044.7122046342806,1.431400951225886,1.3605165233968486
3.1,d_3.1,10000,3047.0872331510086,28.01006217903653,3607.274763123685,-3047.0872331510086,1.4318485054053811,1.361076018037393
3.11,d_3.11,10000,3049.4404598701985,28.030723958477033,3609.951571801897,-3049.4404598701985,1.4322924272085586,1.3616733377907786
3.12,d_3.12,10000,3051.772152087938,28.051194099400345,3612.6061077862196,-3051.772152087938,1.4327327558879723,1.3620212641793796
3.13,d_3.13,10000,3054.082572997924,28.071474962794934,3615.238618649327,-3054.082572997924,1.4331695301675893,1.362461591124677
3.14,d_3.14,10000,3056.371981767115,28.091568873365933,3617.8493485536947,-3056.371981767115,1.4336027882512914,1.3630355460762482
3.15,d_3.15,10000,3058.6406336097702,28.11147812020397,3620.438538306646,-3058.6406336097702,1.4340325678312191,1.363427451893389
3.16,d_3.16,10000,3060.8887798598257,28.13120495743888,3623.00642541433,-3060.8887798598257,1.4344589060959505,1.363861596960068
3.17,d_3.17,10000,3063.116668041832,28.150751604880444,3625.553244134847,-3063.116668041832,1.4348818397385437,1.3641710800218618
3.18,d_3.18,10000,3065.3245419402742,28.17012024864451,3628.0792255303213,-3065.3245419402742,1.4353014049644166,1.364555897451498
3.19,d_3.19,10000,3067.512641667497,28.189313041766464,3630.584597518119,-3067.512641667497,1.4357176374990928,1.3650844412360583
3.2,d_3.2,10000,3069.6812037301347,28.2083321048012,3633.069584921094,-3069.6812037301347,1.4361305725957962,1.3654755037037694
3.21,d_3.21,10000,3071.830461094159,28.227179526410595,3635.5344095169626,-3071.830461094159,1.4365402450429088,1.3658446491440215
3.22,d_3.22,10000,3073.9606432485293,28.24585736393832,3637.979290086766,-3073.9606432485293,1.4369466891712899,1.3663795751962702
3.23,d_3.23,10000,3076.0719762675894,28.26436764397332,3640.404442462557,-3076.0719762675894,1.4373499388614726,1.366967134994946
3.24,d_3.24,10000,3078.164682872066,28.282712362900657,3642.8100795741384,-3078.164682872066,1.4377500275507165,1.3673890902001835
3.25,d_3.25,10000,3080.2389824887937,28.300893487440888,3645.1964114949824,-3080.2389824887937,1.4381469882399303,1.3676927741379183
3.26,d_3.26,10000,3082.2950913092996,28.31891295517896,3647.563645487417,-3082.2950913092996,1.4385408535004869,1.368085923272516
3.27,d_3.27,10000,3084.3332223470256,28.336772675081015,3649.9119860468854,-3084.3332223470256,1.4389316554808913,1.3686249335576526
3.28,d_3.28,10000,3086.3535854935058,28.354474528001585,3652.2416349455457,-3086.3535854935058,1.43931942591335,1.3687882437279288
3.29,d_3.29,10000,3088.3563875732875,28.372020367179427,3654.552791275,-3088.3563875732875,1.4397041961202062,1.3691277321309192
3.3,d_3.3,10000,3090.3418323977826,28.389412018723796,3656.8456514883346,-3090.3418323977826,1.4400859970202713,1.3695930042745894
3.31,d_3.31,10000,3092.310120817969,28.40665128209026,3659.1204094413683,-3092.310120817969,1.4404648591350324,1.370138801982311
3.32,d_3.32,10000,3094.2614507760422,28.423739930546912,3661.3772564331953,-3094.2614507760422,1.4408408125947547,1.3704959673821084
3.33,d_3.33,10000,3096.196017356033,28.440679711631475,3663.6163812460404,-3096.196017356033,1.4412138871444804,1.3709573033667914
3.34,d_3.34,10000,3098.114012833338,28.457472347598337,3665.837970184345,-3098.114012833338,1.4415841121499067,1.371410400453598
3.35,d_3.35,10000,3100.0156267233187,28.474119535857277,3668.042207113244,-3100.0156267233187,1.4419515166031747,1.37170608692441
3.36,d_3.36,10000,3101.9010458288326,28.4906229494026,3670.229273496284,-3101.9010458288326,1.4423161291285413,1.3719835207067976
3.37,d_3.37,10000,3103.770454286924,28.506984237234477,3672.3993484325806,-3103.770454286924,1.4426779779879708,1.372415889441497
3.38,d_3.38,10000,3105.6240336144606,28.52320502477095,3674.552608693231,-3105.6240336144606,1.4430370910866037,1.372711303908537
3.39,d_3.39,10000,3107.4619627529405,28.53928691425236,3676.6892287571563,-3107.4619627529405,1.4433934959781523,1.3731277628168477
3.4,d_3.4,10000,3109.2844181123487,28.555231485137156,3678.8093808462727,-3109.2844181123487,1.443747219870184,1.373438673977966
3.41,d_3.41,10000,3111.0915736141824,28.571040294490203,3680.913234960083,-3111.0915736141824,1.4440982896293244,1.3738244103877715
3.42,d_3.42,10000,3112.8836007335794,28.58671487736304,3683.000958909629,-3112.8836007335794,1.444446731786359,1.3740057139705302
3.43,d_3.43,10000,3114.660668540683,28.602256747167132,3685.072718350923,-3114.660668540683,1.4447925725412614,1.374239443454962
3.44,d_3.44,10000,3116.4229437411004,28.61766739603903,3687.128676817706,-3116.4229437411004,1.4451358377681158,1.3745145609806073
3.45,d_3.45,10000,3118.170590715666,28.632948295199174,3689.1689957537415,-3118.170590715666,1.445476553019973,1.3746988868431638
3.46,d_3.46,10000,3119.903771559322,28.648100895302754,3691.19383454445,-3119.903771559322,1.4458147435336053,1.3751080715808375
3.47,d_3.47,10000,3121.6226461193055,28.66312662678428,3693.203350548056,-3121.6226461193055,1.4461504342341893,1.3755061240466333
3.48,d_3.48,10000,3123.3273720325938,28.678026900195476,3695.1976991262127,-3123.3273720325938,1.4464836497399098,1.375753731975868
3.49,d_3.49,10000,3125.018104762549,28.692803106535912,3697.177033674019,-3125.018104762549,1.4468144143664725,1.3763189695889007
3.5,d_3.5,10000,3126.694997634992,28.70745661757848,3699.141505649663,-3126.694997634992,1.4471427521315634,1.3766395910575528
3.51,d_3.51,10000,3128.358201873405,28.721988786187,3701.091264603381,-3128.358201873405,1.4474686867592015,1.3769042531930107
3.52,d_3.52,10000,3130.007866633594,28.73640094662893,3703.0264582060645,-3130.007866633594,1.4477922416840414,1.377284929737021
3.53,d_3.53,10000,3131.6441390376517,28.750694414881803,3704.9472322773404,-3131.6441390376517,1.4481134400555982,1.3777313110762643
3.54,d_3.54,10000,3133.2671642071637,28.76487048893275,3706.8537308130667,-3133.2671642071637,1.4484323047423804,1.3779528148847549
3.55,d_3.55,10000,3134.877085295983,28.778930449074185,3708.7460960125677,-3134.877085295983,1.4487488583359915,1.3782237915256346
3.56,d_3.56,10000,3136.4740435221747,28.792875558191934,3710.6244683051937,-3136.4740435221747,1.4490631231551225,1.3785552770458342
3.57,d_3.57,10000,3138.0581781995193,28.806707062049437,3712.4889863766016,-3138.0581781995193,1.4493751212495092,1.3789464945012049
3.58,d_3.58,10000,3139.629626768262,28.82042618956511,3714.339787194431,-3139.629626768262,1.4496848744037958,1.3792431804882024
3.59,d_3.59,10000,3141.188524825433,28.834034153085778,3716.1770060336985,-3141.188524825433,1.449992404141357,1.3796003610847882
3.6,d_3.6,10000,3142.735006154501,28.847532148654178,3718.0007765016703,-3142.735006154501,1.450297731728045,1.3798209252778098
3.61,d_3.61,10000,3144.2692027545,28.860921356271614,3719.8112305623404,-3144.2692027545,1.4506008781758735,1.3802165334759466
3.62,d_3.62,10000,3145.79124486858,28.874202940155506,3721.608498560476,-3145.79124486858,1.4509018642466402,1.3805538915503046
3.63,d_3.63,10000,3147.3012610121,28.88737804899268,3723.392709245326,-3147.3012610121,1.4512007104554998,1.3808946959927126
3.64,d_3.64,10000,3148.7993780000897,28.900447816187025,3725.1639897938294,-3148.7993780000897,1.4514974370744582,1.381225570456487
3.65,d_3.65,10000,3150.285720974288,28.913413360103366,3726.922465833529,-3150.285720974288,1.4517920641358284,1.3815425694835555
3.66,d_3.66,10000,3151.76041342966,28.92627578430653,3728.668261465065,-3151.76041342966,1.4520846114356196,1.3818704279436682
3.67,d_3.67,10000,3153.2235772403837,28.939036177795696,3730.4014992842717,-3153.2235772403837,1.452375098536871,1.3822118997727921
3.68,d_3.68,10000,3154.675332685441,28.95169561523511,3732.1223004039844,-3154.675332685441,1.4526635447729397,1.3824438542532356
3.69,d_3.69,10000,3156.115798473592,28.964255157179274,3733.8307844753267,-3156.115798473592,1.4529499692507102,1.3827775956093409
3.7,d_3.7,10000,3157.5450917681032,28.976715850295935,3735.5270697088827,-3157.5450917681032,1.453234390853792,1.383228420006852
3.71,d_3.71,10000,3158.9633282107698,28.98907872758262,3737.211272895235,-3158.9633282107698,1.4535168282456175,1.3834555026523794
3.72,d_3.72,10000,3160.370621945754,29.00134480858153,3738.8835094254423,-3160.370621945754,1.4537972998725341,1.3836589108750283
3.73,d_3.73,10000,3161.7670856428144,29.013515099588997,3740.5438933109895,-3161.7670856428144,1.4540758239668174,1.3838813931497689
3.74,d_3.74,10000,3163.1528305201828,29.025590593861697,3742.192537203488,-3163.1528305201828,1.4543524185496466,1.3841100472151506
3.75,d_3.75,10000,3164.5279663669667,29.037572271818558,3743.8295524139835,-3164.5279663669667,1.4546271014340206,1.3842814923110287
3.76,d_3.76,10000,3165.8926015652874,29.049461101240396,3745.4550489321,-3165.8926015652874,1.4548998902276529,1.3846213420165976
3.77,d_3.77,10000,3167.246843111823,29.061258037463983,3747.0691354446567,-3167.246843111823,1.4551708023357857,1.3848562038359162
3.78,d_3.78,10000,3168.590796639174,29.07296402357471,3748.671919354207,-3168.590796639174,1.4554398549639933,1.3851298788169872
3.79,d_3.79,10000,3169.924566436651,29.0845799905939,3750.2635067970714,-3169.924566436651,1.45570706512091,1.385402817718545
3.8,d_3.8,10000,3171.2482554708154,29.096106857663962,3751.8440026612047,-3171.2482554708154,1.4559724496209336,1.3856077553595763
3.81,d_3.81,10000,3172.561965405607,29.107545532229775,3753.413510603724,-3172.561965405607,1.4562360250868776,1.3859263552496146
3.82,d_3.82,10000,3173.865796622184,29.118896910217423,3754.972133068218,-3173.865796622184,1.4564978079525939,1.3862593233521614
3.83,d_3.83,10000,3175.1598482382683,29.13016187620866,3756.5199713016546,-3175.1598482382683,1.4567578144655322,1.3864195478126284
3.84,d_3.84,10000,3176.4442181272775,29.141341303613178,3758.0571253711105,-3176.4442181272775,1.4570160606892746,1.3866871464161772
3.85,d_3.85,10000,3177.7190029371104,29.15243605483796,3759.5836941802563,-3177.7190029371104,1.457272562506035,1.3869031157187934
3.86,d_3.86,10000,3178.9842981084707,29.16344698145236,3761.099775485419,-3178.9842981084707,1.457527335619092,1.3871209976583194
3.87,d_3.87,10000,3180.240197893105,29.174374924352417,3762.605465911639,-3180.240197893105,1.457780395555227,1.3873619769813763
3.88,d_3.88,10000,3181.4867953714215,29.185220713919634,3764.100860968163,-3181.4867953714215,1.4580317576670718,1.3877469256461343
3.89,d_3.89,10000,3182.72418247013,29.19598517017986,3765.5860550640186,-3182.72418247013,1.4582814371354742,1.3880842099698034
3.9,d_3.9,10000,3183.9524499792587,29.20666910295661,3767.0611415230233,-3183.9524499792587,1.458529448971774,1.3883862962988331
3.91,d_3.91,10000,3185.171687569149,29.21727331202419,3768.5262125988365,-3185.171687569149,1.4587758080200914,1.3887057805045961
3.92,d_3.92,10000,3186.381983806952,29.227798587256274,3769.9813594895536,-3186.381983806952,1.459020528959543,1.3889063192667872
3.93,d_3.93,10000,3187.5834261729324,29.238245708772773,3771.426672352176,-3187.5834261729324,1.459263626306439,1.38906898260137
3.94,d_3.94,10000,3188.7761010765253,29.2486154470845,3772.8622403168765,-3188.7761010765253,1.4595051144164544,1.3892306982426987
3.95,d_3.95,10000,3189.9600938720064,29.258908563234286,3774.288151500932,-3189.9600938720064,1.4597450074867455,1.3894556627664965
3.96,d_3.96,10000,3191.1354888739966,29.26912580893659,3775.704493022541,-3191.1354888739966,1.459983319558053,1.3896755487151846
3.97,d_3.97,10000,3192.3023693726896,29.279267926714745,3777.1113510144073,-3192.3023693726896,1.4602200645167704,1.389974924591714
3.98,d_3.98,10000,3193.460817648737,29.28933565003496,3778.5088106370376,-3193.460817648737,1.4604552560969655,1.3901921161523583
3.99,d_3.99,10000,3194.61091498793,29.299329703438502,3779.896956091866,-3194.61091498793,1.460688907882379,1.3905111398981695
4.0,d_4,10000,3195.7527416957214,29.30925080267255,3781.2758706342775,-3195.7527416957214,1.460921033308413,1.3908800455964823
4.01,d_4.01,10000,3196.8863771113374,29.31909965481722,3782.6456365862523,-3196.8863771113374,1.4611516456640523,1.3912198175044868
4.02,d_4.02,10000,3198.0118996217598,29.328876958411502,3784.0063353489327,-3198.0118996217598,1.461380758093784,1.3914443864386348
4.03,d_4.03,10000,3199.129386675459,29.338583403576898,3785.358047414973,-3199.129386675459,1.4616083835994789,1.3916948598769108
4.04,d_4.04,10000,3200.2389147958534,29.34821967213863,3786.700852380655,-3200.2389147958534,1.461834535042241,1.391928394590807
4.05,d_4.05,10000,3201.340559594596,29.357786437745204,3788.034828957878,-3201.340559594596,1.462059225144237,1.3920466714835897
4.06,d_4.06,10000,3202.4343957846063,29.367284365985864,3789.360054985915,-3202.4343957846063,1.462282466490492,1.3921989692460741
4.07,d_4.07,10000,3203.5204971928974,29.376714114505926,3790.676607443023,-3203.5204971928974,1.4625042715306613,1.392571498222246
4.08,d_4.08,10000,3204.5989367731668,29.386076333120254,3791.9845624578256,-3204.5989367731668,1.4627246525807702,1.3927775421955737
4.09,d_4.09,10000,3205.66978661822,29.395371663925015,3793.283995320586,-3205.66978661822,1.4629436218249374,1.393065932559785
4.1,d_4.1,10000,3206.733117972165,29.404600741407496,3794.574980494268,-3206.733117972165,1.4631611913170666,1.3933726009637135
4.11,d_4.11,10000,3207.7890012423827,29.413764192553824,3795.857591625412,-3207.7890012423827,1.463377372982509,1.3935061064972696
4.12,d_4.12,10000,3208.8375060113385,29.42286263695531,3797.131901554885,-3208.8375060113385,1.4635921786197095,1.3936662885537068
4.13,d_4.13,10000,3209.878701048196,29.43189668691295,3798.39798232846,-3209.878701048196,1.463805619901825,1.3938955012074639
4.14,d_4.14,10000,3210.91265432019,29.44086694753984,3799.6559052071816,-3210.91265432019,1.4640177083783128,1.3941563501501473
4.15,d_4.15,10000,3211.9394330038976,29.449774016862513,3800.905740677667,-3211.9394330038976,1.4642284554765084,1.3943274485643828
4.16,d_4.16,10000,3212.959103496241,29.45861848592011,3802.147558462159,-3212.959103496241,1.4644378725031657,1.394387509320991
4.17,d_4.17,10000,3213.971731425365,29.467400938862095,3803.3814275284844,-3213.971731425365,1.4646459706459845,1.394566251711197
4.18,d_4.18,10000,3214.9773816613356,29.47612195304468,3804.60741609986,-3214.9773816613356,1.4648527609751139,1.3947203226373692
4.19,d_4.19,10000,3215.976118326627,29.48478209912508,3805.8255916645126,-3215.976118326627,1.4650582544446282,1.3950545814813295
4.2,d_4.2,10000,3216.968004806473,29.493381941154755,3807.036020985185,-3216.968004806473,1.4652624618939878,1.3954366058165883
4.21,d_4.21,10000,3217.9531037590323,29.50192203667077,3808.2387701084886,-3217.9531037590323,1.465465394049472,1.3956944570289145
4.22,d_4.22,10000,3218.9314771254376,29.510402936786274,3809.4339043741547,-3218.9314771254376,1.4656670615256033,1.3959690458407084
4.23,d_4.23,10000,3219.903186139576,29.51882518627851,3810.621488424046,-3219.903186139576,1.4658674748265295,1.3961053496466005
4.24,d_4.24,10000,3220.868291337865,29.52718932367668,3811.801586211183,-3220.868291337865,1.4660666443474144,1.396290635128869
4.25,d_4.25,10000,3221.826852568708,29.535495881347103,3812.974261008473,-3221.826852568708,1.4662645803757772,1.3965220894224122
4.26,d_4.26,10000,3222.7789290019496,29.543745385578216,3814.1395754174628,-3222.7789290019496,1.4664612930928405,1.3969405259986063
4.27,d_4.27,10000,3223.72457913806,29.551938356663204,3815.297591376835,-3223.72457913806,1.4666567925748386,1.3972954204434545
4.28,d_4.28,10000,3224.663860817245,29.56007530898195,3816.4483701708546,-3224.663860817245,1.4668510887943158,1.397486539061886
4.29,d_4.29,10000,3225.5968312284185,29.56815675108172,3817.5919724377004,-3225.5968312284185,1.467044191621413,1.397695067519722
4.3,d_4.3,10000,3226.523546917937,29.576183185755763,3818.7284581775684,-3226.523546917937,1.4672361108251126,1.3979102402252543
4.31,d_4.31,10000,3227.444063798327,29.584155110121753,3819.857886760796,-3227.444063798327,1.4674268560744939,1.3982004727007857
4.32,d_4.32,10000,3228.3584371568004,29.592073015698396,3820.9803169357883,-3228.3584371568004,1.4676164369399531,1.3984731091483873
4.33,d_4.33,10000,3229.266721663623,29.599937388480694,3822.0958068368127,-3229.266721663623,1.4678048628944078,1.3986381156833798
4.34,d_4.34,10000,3230.1689713804117,29.607748709014558,3823.204413991745,-3230.1689713804117,1.4679921433144907,1.3989389650745256
4.35,d_4.35,10000,3231.065239768243,29.615507452469704,3824.306195329636,-3231.065239768243,1.4681782874817186,1.399132696324214
4.36,d_4.36,10000,3231.9555796956847,29.623214088711883,3825.401207188228,-3231.9555796956847,1.4683633045836535,1.399332301988566
4.37,d_4.37,10000,3232.840043446655,29.630869082373543,3826.4895053213036,-3232.840043446655,1.4685472037150376,1.3995810548003158
4.38,d_4.38,10000,3233.718682728183,29.63847289292363,3827.5711449059554,-3233.718682728183,1.4687299938789162,1.3998224790495626
4.39,d_4.39,10000,3234.5915486780887,29.646025974736585,3828.6461805497956,-3234.5915486780887,1.4689116839877547,1.3999908797434186
4.4,d_4.4,10000,3235.4586918724503,29.653528777159504,3829.7146662979576,-3235.4586918724503,1.4690922828645194,1.4002104348220474
4.41,d_4.41,10000,3236.3201623330565,29.660981744579175,3830.776655640104,-3236.3201623330565,1.4692717992437634,1.4002763804373777
4.42,d_4.42,10000,3237.176009534653,29.66838531648713,3831.8322015172394,-3237.176009534653,1.4694502417726798,1.4004113267465468
4.43,d_4.43,10000,3238.026282412172,29.6757399275447,3832.8813563285216,-3238.026282412172,1.4696276190121584,1.4005797044237753
4.44,d_4.44,10000,3238.871029367786,29.68304600764641,3833.9241719379074,-3238.871029367786,1.469803939437814,1.4007722242250287
4.45,d_4.45,10000,3239.7102982778347,29.690303981982236,3834.9606996806874,-3239.7102982778347,1.4699792114409993,1.4008801753836189
4.46,d_4.46,10000,3240.5441364997387,29.697514271099703,3835.9909903700172,-3240.5441364997387,1.4701534433298173,1.4009436701235152
4.47,d_4.47,10000,3241.372590878717,29.704677290964323,3837.0150943032645,-3241.372590878717,1.4703266433301072,1.4012884750821282
4.48,d_4.48,10000,3242.1957077544416,29.711793453019368,3838.0330612683106,-3242.1957077544416,1.4704988195864208,1.4014812449691407
4.49,d_4.49,10000,3243.0135329675945,29.718863164244777,3839.044940549754,-3243.0135329675945,1.4706699801629852,1.4018041531734444
4.5,d_4.5,10000,3243.826111866306,29.725886827215056,3840.0507809350206,-3243.826111866306,1.4708401330446526,1.402042349611771
4.51,d_4.51,10000,3244.633489312512,29.7328648401564,3841.050630720393,-3244.633489312512,1.4710092861378365,1.4022534656471197
4.52,d_4.52,10000,3245.435709688234,29.739797597003058,3842.044537716977,-3245.435709688234,1.4711774472714383,1.4025028957659724
4.53,d_4.53,10000,3246.2328169016937,29.746685487452346,3843.0325492565125,-3246.2328169016937,1.4713446241977524,1.4027183229447822
4.54,d_4.54,10000,3247.02485439344,29.753528897019674,3844.014712197208,-3247.02485439344,1.4715108245933712,1.4028183727004921
4.55,d_4.55,10000,3247.8118651422815,29.760328207091817,3844.9910729293865,-3247.8118651422815,1.471676056060065,1.40298977453368
4.56,d_4.56,10000,3248.5938916712007,29.76708379498009,3845.9616773811294,-3248.5938916712007,1.4718403261256605,1.4030837502692028
4.57,d_4.57,10000,3249.370976053162,29.77379603397249,3846.926571023815,-3249.370976053162,1.472003642244902,1.403265561911018
4.58,d_4.58,10000,3250.1431599168254,29.780465293385053,3847.8857988775785,-3250.1431599168254,1.472166011800303,1.4035507570032157
4.59,d_4.59,10000,3250.9104844521657,29.787091938612296,3848.8394055166805,-3250.9104844521657,1.472327442102982,1.4037177227171944
4.6,d_4.6,10000,3251.6729904160297,29.793676331177156,3849.7874350748284,-3251.6729904160297,1.4724879403934916,1.403989276752902
4.61,d_4.61,10000,3252.4307181376153,29.80021882878018,3850.7299312504224,-3252.4307181376153,1.472647513842638,1.404260307683495
4.62,d_4.62,10000,3253.1837075238295,29.80671978534772,3851.6669373116906,-3253.1837075238295,1.47280616955228,1.4045581366240771
4.63,d_4.63,10000,3253.9319980646437,29.81317955107989,3852.5984961018294,-3253.9319980646437,1.4729639145561333,1.4046759302828475
4.64,d_4.64,10000,3254.6756288382626,29.819598472497116,3853.5246500439653,-3254.6756288382626,1.4731207558205428,1.4047519621445255
4.65,d_4.65,10000,3255.414638516339,29.825976892486924,3854.4454411461675,-3255.414638516339,1.4732767002452671,1.4048218633888991
4.66,d_4.66,10000,3256.1490653689943,29.832315150348983,3855.360911006277,-3256.1490653689943,1.4734317546642326,1.4048962836493817
4.67,d_4.67,10000,3256.8789472698845,29.838613581840647,3856.271100816788,-3256.8789472698845,1.473585925846295,1.4052153391658422
4.68,d_4.68,10000,3257.6043217010656,29.844872519220633,3857.1760513695294,-3257.6043217010656,1.4737392204959738,1.405495448983221
4.69,d_4.69,10000,3258.3252257579043,29.851092291293078,3858.075803060408,-3258.3252257579043,1.473891645254191,1.4055799201507315
4.7,d_4.7,10000,3259.0416961538435,29.857273223450356,3858.9703958940045,-3259.0416961538435,1.474043206698993,1.4057547434036906
4.71,d_4.71,10000,3259.7537692251326,29.863415637715526,3859.8598694881443,-3259.7537692251326,1.4741939113462637,1.4059533859190467
4.72,d_4.72,10000,3260.461480935468,29.86951985278403,3860.7442630783885,-3260.461480935468,1.474343765650429,1.406072938863613
4.73,d_4.73,10000,3261.1648668805965,29.87558618406495,3861.6236155224806,-3261.1648668805965,1.4744927760051534,1.4061419633609828
4.74,d_4.74,10000,3261.863962292816,29.88161494372146,3862.4979653047135,-3261.863962292816,1.4746409487440233,1.4063330874657267
4.75,d_4.75,10000,3262.558802045434,29.887606440710854,3863.3673505402503,-3262.558802045434,1.4747882901412235,1.406469200433245
4.76,d_4.76,10000,3263.249420657176,29.89356098082405,3864.231808979395,-3263.249420657176,1.4749348064122096,1.406648700342516
4.77,d_4.77,10000,3263.935852296494,29.899478866724337,3865.091378011786,-3263.935852296494,1.475080503714364,1.4067171684598638
4.78,d_4.78,10000,3264.618130785845,29.905360397985717,3865.946094670546,-3264.618130785845,1.475225388147646,1.4068147108115934
4.79,d_4.79,10000,3265.2962896058907,29.91120587113062,3866.795995636368,-3265.2962896058907,1.475369465755235,1.407004800032268
4.8,d_4.8,10000,3265.970361899639,29.91701557966707,3867.641117241551,-3265.970361899639,1.4755127425241634,1.407066550486492
4.81,d_4.81,10000,3266.640380476553,29.922789814125537,3868.481495473996,-3266.640380476553,1.4756552243859449,1.4070958099102282
4.82,d_4.82,10000,3267.3063778165524,29.92852886209487,3869.317165981112,-3267.3063778165524,1.4757969172171868,1.4072711067660977
4.83,d_4.83,10000,3267.9683860740142,29.934233008258186,3870.1481640737193,-3267.9683860740142,1.475937826840205,1.407442104606595
4.84,d_4.84,10000,3268.6264370816602,29.93990253442772,3870.974524729843,-3268.6264370816602,1.4760779590236195,1.4076239066335492
4.85,d_4.85,10000,3269.2805623544596,29.945537719579885,3871.7962825985296,-3269.2805623544596,1.4762173194829558,1.4078132010769644
4.86,d_4.86,10000,3269.930793093403,29.95113883988909,3872.6134720035357,-3269.930793093403,1.4763559138812246,1.407956972941851
4.87,d_4.87,10000,3270.5771601892607,29.956706168761496,3873.426126947009,-3270.5771601892607,1.4764937478295015,1.4080305077521156
4.88,d_4.88,10000,3271.2196942263054,29.962239976868347,3874.2342811131325,-3271.2196942263054,1.4766308268875,1.408221279604506
4.89,d_4.89,10000,3271.8584254859543,29.967740532178734,3875.0379678717,-3271.8584254859543,1.4767671565641363,1.4083663813296525
4.9,d_4.9,10000,3272.493383950352,29.97320809999163,3875.837220281623,-3272.493383950352,1.4769027423180807,1.4085260970620752
4.91,d_4.91,10000,3273.1245993059497,29.978642942968058,3876.6320710944524,-3273.1245993059497,1.4770375895583125,1.4085728817610152
4.92,d_4.92,10000,3273.7521009469874,29.984045321162323,3877.422552757797,-3273.7521009469874,1.4771717036446605,1.408805412058181
4.93,d_4.93,10000,3274.3759179789467,29.989415492052935,3878.20869741872,-3274.3759179789467,1.4773050898883373,1.4089477438833864
4.94,d_4.94,10000,3274.996079221983,29.994753710573434,3878.9905369271146,-3274.996079221983,1.477437753552473,1.4090659201815383
4.95,d_4.95,10000,3275.6126132142435,30.000060229142104,3879.7681028389734,-3275.6126132142435,1.4775696998526302,1.409143222019036
4.96,d_4.96,10000,3276.2255482151963,30.005335297691857,3880.5414264196697,-3276.2255482151963,1.4777009339573226,1.4092339080552696
4.97,d_4.97,10000,3276.8349122089217,30.01057916369975,3881.310538647203,-3276.8349122089217,1.4778314609885286,1.4093160170372836
4.98,d_4.98,10000,3277.4407329072947,30.01579207221547,3882.0754702153413,-3277.4407329072947,1.4779612860221856,1.409550449001615
4.99,d_4.99,10000,3278.0430377531807,30.020974265890043,3882.836251536777,-3278.0430377531807,1.4780904140886912,1.4098761091156995
5.0,d_5,10000,3278.6418539235765,30.02612598500398,3883.59291274623,-3278.6418539235765,1.4782188501733924,1.4101281640301664
